ID_Record,Account,Branch,External ID,Business Status,Company Name,Account Type,Creation Date,Modified Date,Closed Date,Business TAG,Security Category,Flag Closed Date vs Modified Date,Flag Closed Date vs Creation Date,Flag Closed Date vs Status
543,543,9QJN,9QJN0543,ACTIVE,Omega Strive Labs,VBCW,2006-10-10,2023-03-07,1999-07-30,TXS,2,Y,Y,Y
685,685,2CNG,5AKE0957,HISTORY,Mega Synergy Ventures,UANS,2011-12-15,2019-03-08,2024-01-22,XRA,4,N,N,N
577,577,9FLR,6FXQ0025,CLOSED,Tech Synergy Group,WASB,2016-02-05,2020-08-16,2008-05-20,TXS,2,Y,Y,N
397,397,7OGB,7OGB0397,CLOSED,Flexible Vision Innovations,VCKM,1997-07-07,2000-11-15,2005-11-29,XRA,2,N,N,N
748,748,4TVZ,4TVZ0748,ACTIVE,Proactive Creative Technologies,WASB,1995-02-27,2001-11-23,,XRA,3,N,N,N
573,573,7LKI,7LKI0573,ACTIVE,Dynamic Synergy Labs,XEXM,2015-11-15,2018-07-23,2007-09-17,ZKV,4,Y,Y,Y
983,983,6GIG,6GIG0983,ACTIVE,Pioneer Strive Enterprises,HAYQ,2004-03-16,,,TXS,2,N,N,N
620,620,5TNQ,5TNQ0620,ACTIVE,Prime Cutting-Edge Enterprises,VCKM,2010-08-31,2016-10-01,,TXS,0,N,N,N
387,387,3NAI,3NAI0387,ACTIVE,Prime Ingenious Ventures,UANS,1992-09-08,2009-10-13,,XRA,4,N,N,N
541,541,4GYE,8AEK0296,ACTIVE,Swift Ingenious Innovations,HERA,2001-09-09,,,ZKV,2,N,N,N
157,157,5LAN,5LAN0157,ACTIVE,Ultimate Progressive Systems,YAKT,2011-07-25,2018-06-06,1993-05-14,TXS,1,Y,Y,Y
607,607,0RZJ,2NRN0653,ACTIVE,Innovative Tech Labs,XEXM,2016-01-10,2017-03-24,,ZKV,5,N,N,N
141,141,7IUA,7IUA0141,ACTIVE,Apex Smart Enterprises,YAKT,1991-02-27,2013-12-19,,TXS,4,N,N,N
39,39,5YBE,5YBE0039,ACTIVE,Infinite Ingenious Consulting,HAYQ,2017-10-16,2022-06-24,,TXS,5,N,N,N
543,543,6RWT,6RWT0543,CLOSED,Omega Inspiration Group,GLKB,2004-01-25,2020-04-26,2021-02-11,XRA,0,N,N,N
223,223,9QPV,9QPV0223,ACTIVE,Visionary Progressive Solutions,XEXM,2015-01-20,2021-02-12,,TXS,2,N,N,N
404,404,1POW,1ORA0289,ACTIVE,Infinite Strive Enterprises,HERA,2004-03-15,2007-02-16,,XRA,4,N,N,N
394,394,5XOC,5XOC0394,ACTIVE,Proactive First Networks,HAYQ,2011-03-14,2012-09-02,,XRA,2,N,N,N
281,281,7FZI,7FZI0281,HISTORY,,WASB,2010-05-14,2019-12-18,2023-07-30,XRA,0,N,N,N
346,346,5ZCF,4XKK0560,ACTIVE,Mega Cutting-Edge Dynamics,XEXM,1998-02-24,2003-04-03,,XRA,3,N,N,N
693,693,3RRR,3RRR0693,ACTIVE,Mega Inspiration Ventures,VBCW,2009-05-12,,,XRA,2,N,N,N
382,382,4JTM,5EEU0699,ACTIVE,Excellent Evolution Industries,WASB,1996-05-25,1998-01-15,,TXS,0,N,N,N
347,347,7ZYG,5PTL0050,ACTIVE,Dynamic Tech Group,UANS,2018-01-23,2022-08-26,2002-09-01,ZKV,4,Y,Y,Y
319,319,1IKV,0LCW0802,ACTIVE,Alpha Digital Co,HAYQ,1996-07-26,2003-10-18,,ZKV,5,N,N,N
354,354,3UWL,3UWL0354,ACTIVE,,HAYQ,1993-01-11,1994-12-18,,XRA,4,N,N,N
315,315,9HPR,9HPR0315,ACTIVE,Brilliant Evolution Enterprises,VCKM,1995-10-19,2000-07-08,,TXS,2,N,N,N
949,949,7BLO,7BLO0949,CLOSED,Diverse Future Group,GLKB,2011-02-22,2022-11-12,2022-11-20,XRA,0,N,N,N
486,486,1VLT,1VLT0486,ACTIVE,Flexible Revolutionary Enterprises,VCKM,1992-09-17,2001-04-21,1991-09-28,TXS,1,Y,Y,Y
844,844,0WXQ,0WXQ0844,ACTIVE,Innovative Power Enterprises,GLKB,2016-07-28,2018-02-28,,XRA,4,N,N,N
159,159,0TMZ,9QOD0650,ACTIVE,Alpha Inspiration Solutions,HERA,2005-12-06,2017-01-17,1998-12-26,XRA,5,Y,Y,Y
883,883,9AIK,9AIK0883,CLOSED,Prime Forward Solutions,VCKM,2005-11-26,2008-01-17,2017-04-21,TXS,2,N,N,N
110,110,9ATY,5SHH0476,ACTIVE,Tech Tech Group,VCKM,2018-12-28,2019-09-17,,ZKV,3,N,N,N
73,73,5JVV,5JVV0073,HISTORY,Flexible Future Labs,WASB,2017-12-31,2021-05-30,2021-11-22,XRA,1,N,N,N
920,920,5NQX,3HQR0737,ACTIVE,Elite Inspire Innovations,UANS,2015-07-13,2017-12-22,,TXS,2,N,N,N
767,767,1RYA,1RYA0767,ACTIVE,Proactive First Group,GLKB,2007-09-07,2008-01-27,,TXS,4,N,N,N
675,675,0MMA,0MMA0675,ACTIVE,Alpha Sustainable Dynamics,HAYQ,2001-02-27,,,ZKV,2,N,N,N
546,546,1RKH,1RKH0546,ACTIVE,,VBCW,2006-04-20,2017-01-11,,ZKV,3,N,N,N
824,824,7SJT,7SJT0824,ACTIVE,Prime Dynamic Enterprises,HAYQ,1991-10-15,2012-07-20,,XRA,3,N,N,N
546,546,6SVX,6SVX0546,ACTIVE,Acme Transformative Technologies,HAYQ,1991-01-13,2009-07-12,1990-09-12,TXS,0,Y,Y,Y
344,344,5CCC,5CCC0344,ACTIVE,Global Global Ventures,HAYQ,1997-12-20,2005-10-02,,ZKV,1,N,N,N
560,560,4XKK,4XKK0560,ACTIVE,Vibrant Progressive Consulting,XEXM,1998-06-22,2018-04-11,,XRA,4,N,N,N
912,912,2QJG,2QJG0912,ACTIVE,Creative Impactful Innovations,WASB,2013-02-22,2016-04-22,,TXS,0,N,N,N
652,652,7MZP,7MZP0652,ACTIVE,Infinite Dynamic Solutions,VBCW,2004-01-25,2010-03-15,,ZKV,1,N,N,N
441,441,9OOK,9OOK0441,HISTORY,Proactive Global Solutions,WASB,2012-02-17,2019-09-22,2022-02-26,ZKV,5,N,N,N
418,418,6JUD,6JUD0418,ACTIVE,Epic Power Group,WASB,2022-10-02,2023-04-10,,ZKV,3,N,N,N
486,486,3MBR,2APF0289,ACTIVE,Strategic Innovative Systems,YAKT,2008-01-03,2014-09-17,,TXS,1,N,N,N
556,556,8IAV,8IAV0556,ACTIVE,Prime Evolve Technologies,HERA,2016-01-04,2022-10-26,2006-02-25,TXS,3,Y,Y,Y
23,23,0ZZY,0ZZY0023,CLOSED,Innovative Innovative Enterprises,XEXM,2005-06-30,2008-04-08,2016-03-13,TXS,3,N,N,N
439,439,6IYY,6IYY0439,ACTIVE,Creative Strive Enterprises,VCKM,2008-12-15,2009-05-07,,XRA,2,N,N,N
216,216,4RYQ,4RYQ0216,ACTIVE,Creative Inspiration Systems,XEXM,1998-11-07,,,XRA,4,N,N,N
146,146,4YHV,4YHV0146,ACTIVE,Pioneer Evolve Networks,HERA,2019-08-18,2020-05-24,,ZKV,1,N,N,N
646,646,5GAX,5GAX0646,CLOSED,Apex Synergistic Technologies,YAKT,1993-02-23,2010-11-10,2023-09-16,TXS,1,N,N,N
589,589,0MCI,0MCI0589,ACTIVE,Epic Creative Group,VBCW,2000-04-06,2018-09-06,1997-03-24,TXS,0,Y,Y,Y
782,782,6IFK,4ZFN0345,ACTIVE,Omega Future Technologies,WASB,2018-09-17,2020-10-05,,TXS,0,N,N,N
809,809,5RZC,5RZC0809,CLOSED,Creative First Co,VBCW,2017-08-29,2023-12-23,2024-01-15,TXS,2,N,N,N
313,313,2FKU,2FKU0313,CLOSED,Brilliant Cutting-Edge Solutions,YAKT,2003-02-28,,2023-09-26,TXS,0,N,N,N
855,855,7DFD,5PTL0050,ACTIVE,Elite Advanced Enterprises,YAKT,2013-02-15,2022-07-26,,ZKV,4,N,N,N
837,837,9SWM,9SWM0837,ACTIVE,Epic Inspiration Technologies,XEXM,2004-12-19,,,XRA,3,N,N,N
466,466,4WTA,8MGK0315,ACTIVE,Tech Inspire Solutions,HERA,2012-04-24,2024-01-01,,ZKV,0,N,N,N
671,671,5MYT,5MYT0671,ACTIVE,Elite Sustainable Enterprises,XEXM,2019-06-26,,,TXS,3,N,N,N
340,340,3IPH,3IPH0340,ACTIVE,Elite Visionary Co,XEXM,2018-09-11,2019-09-10,,XRA,4,N,N,N
33,33,1SLT,6DJF0415,ACTIVE,Fusion Digital Solutions,UANS,1996-07-29,2000-06-23,,ZKV,2,N,N,N
342,342,2JTD,2JTD0342,ACTIVE,Tech Evolve Dynamics,VBCW,1995-09-28,,1993-04-11,TXS,3,N,Y,Y
252,252,2DIY,2DIY0252,ACTIVE,Mega Global Technologies,UANS,2002-03-31,2008-09-02,,TXS,5,N,N,N
163,163,0FCQ,0FCQ0163,ACTIVE,Global Strive Solutions,YAKT,2004-05-11,2008-02-23,2000-01-12,ZKV,0,Y,Y,Y
252,252,0DNU,0DNU0252,ACTIVE,,WASB,2023-07-19,2023-10-31,,ZKV,2,N,N,N
533,533,3IYI,9WDK0921,ACTIVE,Mega Dynamic Technologies,GLKB,2023-06-09,2023-10-10,,ZKV,5,N,N,N
362,362,4IIP,4IIP0362,ACTIVE,Excellent Future Solutions,YAKT,2006-11-22,2013-11-01,2001-01-18,XRA,1,Y,Y,Y
3,3,3VCB,0EWK0445,ACTIVE,Infinite Vision Services,WASB,1995-02-25,2015-01-31,,TXS,2,N,N,N
798,798,9MGY,9MGY0798,ACTIVE,Global Evolve Solutions,VCKM,1991-11-18,2018-04-12,,ZKV,0,N,N,N
688,688,0HQC,0HQC0688,ACTIVE,Strategic Synergy Enterprises,HERA,2007-12-09,2015-12-22,,ZKV,5,N,N,N
846,846,7REB,3YQY0157,CLOSED,Acme Dynamic Innovations,HERA,2003-01-05,2005-07-19,2017-07-09,TXS,5,N,N,N
379,379,3UEQ,3UEQ0379,ACTIVE,Visionary Revolutionary Enterprises,HERA,2022-05-18,2023-04-03,,TXS,5,N,N,N
254,254,8GTS,5EEU0699,ACTIVE,Innovative Vision Enterprises,UANS,2014-06-01,2019-04-12,,XRA,4,N,N,N
100,100,3IYJ,3IYJ0100,ACTIVE,,HERA,2010-12-17,2023-06-17,,ZKV,5,N,N,N
935,935,2GYQ,2GYQ0935,ACTIVE,Ultimate Synergistic Co,YAKT,2007-08-14,2008-03-23,2003-11-04,ZKV,4,Y,Y,Y
957,957,5AKE,7YRF0089,ACTIVE,Excellent Dynamic Innovations,VCKM,2014-01-05,2018-05-11,1998-05-17,ZKV,1,Y,Y,Y
513,513,2YFE,2YFE0513,ACTIVE,,HERA,1997-11-14,2000-09-30,,XRA,3,N,N,N
411,411,6SJZ,4IFR0183,ACTIVE,Mega Inspiration Solutions,WASB,2005-02-17,2015-04-26,1993-08-17,XRA,2,Y,Y,Y
751,751,9BKY,9BKY0751,ACTIVE,Vibrant Strategic Co,HERA,2009-12-31,2019-09-06,,ZKV,1,N,N,N
691,691,5BSO,5BSO0691,ACTIVE,Brilliant Impactful Group,VBCW,2018-01-14,2021-01-01,2008-12-21,TXS,0,Y,Y,Y
439,439,3IUU,3IUU0439,ACTIVE,Superior Inspire Co,VBCW,2014-05-17,2018-11-30,,TXS,4,N,N,N
344,344,1JOH,1JOH0344,ACTIVE,Infinite Smart Consulting,UANS,1996-03-14,2008-03-08,,TXS,2,N,N,N
540,540,1ASM,4PUJ0034,ACTIVE,Diverse Tech Services,UANS,1997-12-10,,,XRA,1,N,N,N
917,917,5HBU,5NPF0508,ACTIVE,,WASB,2001-09-04,2009-06-14,,ZKV,5,N,N,N
694,694,9GTR,3KWQ0749,ACTIVE,Dynamic Transformative Enterprises,GLKB,1998-09-10,2004-04-21,1998-03-08,XRA,1,Y,Y,Y
616,616,2HPO,2HPO0616,HISTORY,,GLKB,1996-02-23,,2019-02-01,ZKV,4,N,N,N
351,351,2FDG,2FDG0351,ACTIVE,Alpha Precision Technologies,VBCW,2017-12-18,2021-05-24,1992-12-28,ZKV,2,Y,Y,Y
464,464,7BTG,7BTG0464,ACTIVE,Visionary Strive Services,VCKM,2023-07-23,2023-09-22,,XRA,2,N,N,N
290,290,6CHA,6CHA0290,ACTIVE,Swift Synergy Group,VCKM,1999-05-04,2016-10-06,,XRA,2,N,N,N
457,457,8SHV,8SHV0457,HISTORY,Omega Revolutionary Consulting,VBCW,2015-09-01,2021-11-06,2023-10-02,ZKV,3,N,N,N
948,948,1OFK,1OFK0948,ACTIVE,Elite Cutting-Edge Co,WASB,2005-08-21,2018-08-29,,TXS,1,N,N,N
658,658,5IIU,5IIU0658,ACTIVE,Creative Cutting-Edge Consulting,HERA,2014-12-30,,2007-02-09,TXS,5,N,Y,Y
659,659,7RTG,5OLI0208,ACTIVE,Innovative Progressive Services,WASB,1990-03-25,2018-10-28,,TXS,2,N,N,N
200,200,7ZZO,7ZZO0200,ACTIVE,Strategic Evolution Solutions,XEXM,2014-12-17,2023-01-11,,XRA,5,N,N,N
1000,1000,7WLU,4EYY0758,ACTIVE,Tech Visionary Services,HAYQ,2006-06-24,2019-11-01,,TXS,5,N,N,N
878,878,5ZNO,5ZNO0878,ACTIVE,Alpha Strive Enterprises,VBCW,2021-08-10,2023-04-16,,XRA,5,N,N,N
184,184,1QZM,7OMI0776,HISTORY,Flexible Digital Innovations,VCKM,2015-09-29,,2018-06-11,ZKV,2,N,N,N
578,578,3GDW,6TEA0222,ACTIVE,Mega Strive Enterprises,HAYQ,2006-11-12,2011-11-04,1992-02-01,ZKV,4,Y,Y,Y
439,439,9EDZ,9EDZ0439,ACTIVE,Global Advanced Co,VCKM,1994-12-16,2021-04-16,,ZKV,5,N,N,N
910,910,1TZM,3XAI0520,ACTIVE,Strategic Inspire Networks,WASB,2016-09-06,2017-05-31,,XRA,0,N,N,N
708,708,4EFJ,4EFJ0708,ACTIVE,Tech Sustainable Solutions,VBCW,1990-01-26,2011-05-06,,XRA,2,N,N,N
867,867,4FEE,4FEE0867,HISTORY,Alpha Strive Solutions,VBCW,2021-09-16,2021-10-19,2023-12-26,ZKV,3,N,N,N
402,402,1PCU,1PCU0402,ACTIVE,Creative Creative Systems,HAYQ,2013-03-02,2017-09-14,,TXS,2,N,N,N
785,785,2HEQ,2HEQ0785,ACTIVE,Mega Ingenious Corp,HERA,1993-10-03,2016-05-31,,TXS,2,N,N,N
472,472,3HQQ,3HQQ0472,ACTIVE,Visionary Dynamic Solutions,WASB,1993-01-31,2005-08-08,,XRA,2,N,N,N
943,943,5WKS,5WKS0943,CLOSED,Epic Advanced Technologies,HERA,2017-01-18,2022-12-14,2023-05-05,ZKV,1,N,N,N
932,932,3CQZ,3CQZ0932,ACTIVE,Omega Revolutionary Innovations,HAYQ,1993-12-19,1997-11-29,,TXS,4,N,N,N
954,954,1IRH,4BSD0592,ACTIVE,Swift Synergy Ventures,VCKM,2012-01-25,2012-07-25,,ZKV,3,N,N,N
774,774,8LLN,8LLN0774,HISTORY,,WASB,2001-12-27,2015-04-15,2015-12-14,XRA,1,N,N,N
713,713,4EOH,4EOH0713,ACTIVE,Prime Future Group,XEXM,2000-02-01,2013-12-17,,ZKV,0,N,N,N
337,337,8YEN,8YEN0337,ACTIVE,Excellent Revolutionary Solutions,HERA,2008-09-04,2017-07-03,,ZKV,4,N,N,N
286,286,0VWQ,0VWQ0286,ACTIVE,Mega Visionary Systems,YAKT,2014-01-27,,,TXS,0,N,N,N
384,384,1BRT,0BAJ0830,ACTIVE,Superior Future Innovations,VCKM,2000-07-27,2005-11-25,,TXS,1,N,N,N
926,926,9SZU,9SZU0926,CLOSED,,VCKM,2017-07-30,2018-02-13,2022-12-01,ZKV,2,N,N,N
594,594,4XIV,4XIV0594,ACTIVE,Proactive Precision Industries,VCKM,2023-09-13,2023-10-11,2022-11-29,ZKV,5,Y,Y,Y
882,882,5TUD,2DKM0400,HISTORY,Global Vision Enterprises,VBCW,2018-09-29,2019-04-08,1994-02-16,ZKV,2,Y,Y,N
437,437,5ULM,5ULM0437,CLOSED,Global Vision Enterprises,VBCW,2011-08-30,2018-10-01,2021-04-01,TXS,1,N,N,N
666,666,8VYU,8VYU0666,ACTIVE,Diverse Creative Solutions,HERA,2005-02-19,2011-03-06,,TXS,0,N,N,N
57,57,2YWT,2YWT0057,ACTIVE,,YAKT,2009-09-03,,1992-01-15,XRA,5,N,Y,Y
420,420,5JAL,7MKI0230,ACTIVE,Strategic Impactful Systems,YAKT,1991-02-17,1995-12-13,,ZKV,3,N,N,N
352,352,9NZN,9NZN0352,CLOSED,Omega Future Solutions,XEXM,2016-12-30,2023-06-16,2023-09-27,TXS,0,N,N,N
691,691,3HOR,3RIS0881,ACTIVE,Prime Inspiration Systems,VCKM,1995-05-17,2021-09-14,,ZKV,3,N,N,N
251,251,4FAB,4FAB0251,ACTIVE,Innovative First Enterprises,HERA,2000-05-06,2019-12-19,1997-10-05,ZKV,3,Y,Y,Y
102,102,4WGQ,4WGQ0102,ACTIVE,,XEXM,1995-12-22,1997-03-06,,XRA,2,N,N,N
44,44,0WQZ,0WQZ0044,ACTIVE,Strategic Transformative Enterprises,YAKT,2017-06-21,2023-11-01,,XRA,4,N,N,N
552,552,8BUC,5KSK0966,HISTORY,Flexible First Technologies,UANS,2021-01-15,2023-01-02,2023-01-25,TXS,0,N,N,N
358,358,1KBM,1KBM0358,HISTORY,Pioneer Creative Solutions,WASB,1992-04-20,2018-12-22,1991-02-22,TXS,3,Y,Y,N
632,632,0EBU,0EBU0632,ACTIVE,Pioneer Evolve Solutions,HAYQ,1995-07-30,2018-03-30,1990-05-25,XRA,2,Y,Y,Y
650,650,4TTJ,0MXY0710,HISTORY,Proactive Forward Group,HAYQ,2002-12-23,2013-03-11,2020-07-20,ZKV,2,N,N,N
765,765,6VSL,6VSL0765,ACTIVE,,UANS,2000-12-20,,1991-03-05,ZKV,2,N,Y,Y
682,682,4RZT,6WAX0230,ACTIVE,Swift Power Technologies,UANS,2002-12-26,2012-12-10,,XRA,3,N,N,N
941,941,6TNA,6TNA0941,ACTIVE,Flexible Evolve Enterprises,YAKT,2011-11-28,2019-01-25,,TXS,1,N,N,N
468,468,6AJO,0GGP0236,CLOSED,Dynamic Inspire Enterprises,WASB,2015-03-21,2019-09-06,2023-06-27,ZKV,1,N,N,N
61,61,6UYW,6UYW0061,ACTIVE,Apex Global Enterprises,HAYQ,2010-12-25,2020-04-07,2006-01-10,ZKV,2,Y,Y,Y
359,359,8VCP,8VCP0359,HISTORY,Excellent Sustainable Networks,HERA,2008-08-15,2019-11-21,2020-12-05,XRA,3,N,N,N
658,658,1EQS,1EQS0658,HISTORY,,WASB,2011-03-29,2018-03-16,2020-09-12,ZKV,5,N,N,N
554,554,5QLZ,5QLZ0554,ACTIVE,Superior Synergistic Enterprises,HAYQ,2015-07-01,2021-02-04,,TXS,3,N,N,N
492,492,5SZD,5SZD0492,HISTORY,Swift Impactful Technologies,WASB,1990-07-06,2000-10-08,2004-11-24,XRA,1,N,N,N
181,181,5FWB,5FWB0181,ACTIVE,Flexible Dynamic Technologies,HAYQ,2000-11-19,2004-05-09,,ZKV,4,N,N,N
280,280,8XPD,8XPD0280,HISTORY,Creative Smart Networks,HAYQ,2011-10-17,2014-06-23,2022-06-04,XRA,3,N,N,N
417,417,0YRN,0YRN0417,HISTORY,Innovative Forward Solutions,HERA,2000-12-17,2015-12-30,2019-07-12,TXS,5,N,N,N
508,508,6BOO,6BOO0508,ACTIVE,Acme Progressive Corp,HERA,2009-10-17,2023-09-15,,TXS,1,N,N,N
858,858,7MZK,7MZK0858,ACTIVE,Proactive Inspiration Enterprises,GLKB,2002-10-03,2022-04-30,,XRA,5,N,N,N
270,270,0PNU,5ZCF0346,ACTIVE,Excellent Progressive Enterprises,XEXM,2015-06-19,2020-12-01,,ZKV,4,N,N,N
205,205,1OUM,1OUM0205,ACTIVE,Proactive Smart Labs,YAKT,2018-08-23,2019-10-15,,TXS,0,N,N,N
32,32,3BQQ,3BQQ0032,ACTIVE,Visionary Synergy Innovations,HAYQ,2000-06-07,2014-03-04,,ZKV,2,N,N,N
920,920,8QAY,8QAY0920,ACTIVE,Epic Impactful Systems,GLKB,2015-04-08,2019-09-10,,ZKV,0,N,N,N
317,317,9IUC,9BDC0794,ACTIVE,Elite Creative Enterprises,VBCW,2010-06-22,2018-08-04,,ZKV,0,N,N,N
627,627,2KMH,2KMH0627,CLOSED,Excellent Inspire Co,UANS,2012-11-05,,2023-09-12,ZKV,0,N,N,N
634,634,8YMC,8YMC0634,ACTIVE,,HAYQ,2019-09-05,2021-02-26,,ZKV,5,N,N,N
90,90,0KEY,3QKF0540,ACTIVE,Excellent Ingenious Technologies,XEXM,1991-03-15,2000-09-05,,TXS,4,N,N,N
673,673,3VYG,3VYG0673,ACTIVE,Infinite Forward Enterprises,XEXM,2018-09-05,2019-02-07,,ZKV,3,N,N,N
350,350,3KRC,9HOI0029,HISTORY,Flexible Impactful Consulting,HAYQ,1992-08-28,1994-05-04,2012-09-28,TXS,2,N,N,N
842,842,2WOT,2WOT0842,ACTIVE,Brilliant Progressive Consulting,XEXM,2023-07-26,2024-01-19,1991-12-13,ZKV,3,Y,Y,Y
73,73,9AGP,9AGP0073,ACTIVE,Global Evolve Enterprises,UANS,2018-08-18,2018-11-02,,XRA,4,N,N,N
743,743,9NID,2JPZ0290,ACTIVE,,XEXM,1999-03-26,2014-10-02,1997-05-04,XRA,4,Y,Y,Y
378,378,0JVF,0JVF0378,ACTIVE,Alpha Forward Ventures,VCKM,2000-06-13,2015-01-14,,TXS,4,N,N,N
790,790,3LMR,1AHT0982,ACTIVE,Flexible Visionary Solutions,YAKT,2011-10-16,2015-10-11,2004-12-17,XRA,4,Y,Y,Y
376,376,2UZN,2UZN0376,ACTIVE,Strategic Strive Networks,HERA,2013-11-16,,1993-08-16,TXS,2,N,Y,Y
888,888,7TQB,7TQB0888,ACTIVE,Innovative Tech Networks,VBCW,2004-12-02,2011-11-20,,ZKV,5,N,N,N
58,58,5MSU,5MSU0058,ACTIVE,Innovative Sustainable Group,HAYQ,2011-11-04,2018-03-31,2000-11-07,XRA,2,Y,Y,Y
376,376,9MIO,9MIO0376,CLOSED,Swift Ingenious Consulting,HAYQ,1996-11-20,2023-12-04,2024-01-16,XRA,0,N,N,N
74,74,7KPI,7KPI0074,ACTIVE,,GLKB,2001-08-29,2022-05-05,1998-09-07,ZKV,3,Y,Y,Y
14,14,8RVG,8RVG0014,ACTIVE,Flexible Forward Solutions,HAYQ,2016-04-04,2020-06-29,,TXS,2,N,N,N
449,449,1TXK,1TXK0449,ACTIVE,Global Progressive Solutions,HERA,2023-05-04,2023-10-07,,TXS,2,N,N,N
66,66,8BBL,8BBL0066,CLOSED,Pioneer Ingenious Co,HERA,2017-07-13,2022-03-12,2023-05-18,ZKV,1,N,N,N
600,600,8XBE,2HCD0545,ACTIVE,,YAKT,1990-11-05,2002-03-29,,XRA,2,N,N,N
300,300,4SGY,4BSD0592,ACTIVE,Creative Digital Industries,HAYQ,2002-03-06,2010-03-09,,TXS,2,N,N,N
405,405,7RQN,9SWM0837,ACTIVE,Ultimate Advanced Technologies,YAKT,2015-06-03,2021-10-02,2013-09-17,XRA,1,Y,Y,Y
945,945,6DBO,6DBO0945,ACTIVE,Alpha Vision Consulting,YAKT,2022-10-16,2023-05-27,,TXS,1,N,N,N
719,719,8EIX,7NSU0946,HISTORY,Elite Power Enterprises,UANS,2017-02-13,,2023-05-12,XRA,5,N,N,N
119,119,9BSF,9BSF0119,ACTIVE,Diverse Vision Enterprises,VBCW,2018-07-08,2020-11-15,,ZKV,2,N,N,N
676,676,4UDZ,9SWM0837,ACTIVE,,WASB,2014-06-19,2014-09-05,,XRA,4,N,N,N
836,836,5DWC,1GFR0811,HISTORY,Flexible Strive Group,HAYQ,1994-05-02,1994-07-19,1996-11-28,XRA,4,N,N,N
729,729,0JMT,0JMT0729,HISTORY,Dynamic Synergistic Consulting,YAKT,2010-03-21,2016-04-14,1990-08-08,XRA,2,Y,Y,N
131,131,2JNK,4SQU0996,ACTIVE,Flexible Forward Technologies,YAKT,1997-11-30,2009-11-02,,ZKV,1,N,N,N
510,510,3LMH,5CCC0344,ACTIVE,Strategic Progressive Technologies,VBCW,2014-01-20,2020-05-02,,XRA,0,N,N,N
701,701,1QUX,1QUX0701,ACTIVE,Infinite Forward Enterprises,UANS,2015-05-05,2023-12-21,,XRA,5,N,N,N
429,429,8AXI,8AXI0429,ACTIVE,Apex Transformative Networks,HERA,2019-07-14,2023-05-20,1990-09-08,XRA,5,Y,Y,Y
169,169,0LSZ,0LSZ0169,ACTIVE,Global Synergy Labs,YAKT,2007-07-31,2017-07-15,,TXS,1,N,N,N
559,559,5ECP,5ECP0559,ACTIVE,Excellent Creative Networks,YAKT,2017-08-06,2019-09-04,,XRA,2,N,N,N
931,931,5UHL,5UHL0931,ACTIVE,Brilliant Transformative Networks,UANS,2003-03-18,2019-09-23,,TXS,4,N,N,N
533,533,3FAN,3FAN0533,ACTIVE,Fusion Digital Enterprises,HERA,2004-02-06,2011-08-09,,ZKV,4,N,N,N
940,940,8SZR,0YSB0536,ACTIVE,Proactive Precision Consulting,VBCW,2012-07-23,2017-10-22,,TXS,2,N,N,N
137,137,8AVX,8AVX0137,CLOSED,Fusion Dynamic Enterprises,YAKT,1997-01-24,2013-01-28,2013-05-05,ZKV,0,N,N,N
236,236,3MYC,3MYC0236,ACTIVE,Proactive Cutting-Edge Technologies,VCKM,2019-03-27,2022-10-03,,XRA,3,N,N,N
291,291,7XJA,7XJA0291,ACTIVE,Pioneer Strive Technologies,XEXM,1996-09-03,2011-08-24,,XRA,0,N,N,N
18,18,8XOQ,8XOQ0018,ACTIVE,Innovative Power Co,XEXM,2001-12-14,2019-02-21,1994-02-23,XRA,4,Y,Y,Y
721,721,7ZAA,2AMT0588,ACTIVE,,UANS,2003-03-25,,,XRA,5,N,N,N
954,954,3BWE,3BWE0954,ACTIVE,Infinite Synergistic Dynamics,UANS,2006-04-22,2015-07-27,,TXS,4,N,N,N
49,49,0QFH,1GFR0811,ACTIVE,Mega Advanced Solutions,HERA,1995-01-25,2000-07-05,,TXS,4,N,N,N
257,257,7JQX,4PUJ0034,HISTORY,Diverse Tech Systems,HERA,1991-11-02,2013-08-31,2021-05-03,ZKV,2,N,N,N
892,892,1WUC,1WUC0892,CLOSED,Strategic Visionary Technologies,HERA,1990-03-31,,2017-01-05,XRA,5,N,N,N
918,918,2CZR,2CZR0918,ACTIVE,Brilliant Precision Technologies,YAKT,2014-08-14,2014-08-29,,TXS,2,N,N,N
438,438,0FBN,0FBN0438,HISTORY,,VCKM,2008-09-04,2020-08-26,2023-10-31,TXS,3,N,N,N
770,770,0VYF,5EEU0699,ACTIVE,Fusion Revolutionary Labs,VBCW,2000-02-27,2010-11-13,,ZKV,2,N,N,N
435,435,6LTF,9BDC0794,ACTIVE,Epic Precision Networks,WASB,1992-12-02,2016-12-22,,ZKV,1,N,N,N
534,534,8ONQ,8ONQ0534,ACTIVE,Tech Creative Enterprises,YAKT,1997-01-14,2011-01-09,,TXS,2,N,N,N
462,462,4NVI,2OKQ0574,CLOSED,Global Strive Solutions,XEXM,1993-09-10,2012-04-12,2017-08-11,XRA,3,N,N,N
550,550,4TTX,4TTX0550,CLOSED,Diverse Visionary Enterprises,GLKB,1992-10-27,2020-10-03,2023-06-01,ZKV,2,N,N,N
236,236,0GGP,0GGP0236,ACTIVE,Prime Inspiration Technologies,VBCW,1990-12-13,2016-12-01,,TXS,3,N,N,N
